4.94e-04+5.10e-05j,-9.70e-07+6.36e-05j,-2.88e-05-1.65e-04j,-1.66e-05-4.95e-05j,-8.45e-05+6.41e-06j,-5.64e-06+2.81e-05j,1.71e-05+8.87e-06j,7.14e-05-1.13e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
8.32e-05-7.13e-05j,-2.04e-05-3.89e-05j,-4.05e-05+5.69e-05j,3.59e-04-2.43e-04j,-2.75e-05-1.08e-04j,-2.10e-04+4.47e-04j,9.43e-05+9.04e-05j,7.05e-05-2.81e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.12e-06+2.54e-05j,-5.77e-05-1.83e-04j,-7.50e-05+7.39e-06j,4.27e-05+8.61e-05j,-2.47e-05+1.45e-05j,-7.88e-05+4.06e-06j,1.07e-04-2.63e-05j,4.40e-05-4.39e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-4.27e-04-6.72e-05j,-1.86e-04-2.38e-04j,1.11e-04+2.05e-04j,-1.38e-04+8.88e-05j,6.64e-05-5.25e-06j,3.35e-05-3.36e-05j,3.64e-05-4.78e-06j,2.75e-05+5.42e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.47e-05+7.76e-05j,5.08e-05-5.21e-05j,-3.71e-05-7.95e-05j,3.54e-05+8.56e-04j,5.23e-05+7.90e-05j,1.00e-04+1.26e-04j,-8.09e-05-9.38e-06j,-3.40e-05+6.28e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.36e-05-1.19e-04j,-1.73e-05+6.50e-05j,4.61e-04-9.28e-06j,-4.68e-05+9.41e-05j,-1.10e-04+4.38e-04j,1.14e-04-1.95e-05j,2.24e-05-1.19e-05j,-9.86e-06+8.29e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-8.37e-05+1.14e-04j,2.55e-05-1.50e-04j,3.95e-05-6.44e-05j,1.39e-05-2.74e-05j,-1.78e-05-2.05e-05j,3.43e-05-2.21e-05j,-9.82e-05+1.85e-05j,-1.07e-04-3.13e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
9.91e-05+1.24e-04j,2.22e-05+1.43e-04j,-4.11e-05-2.14e-06j,-2.96e-04+4.54e-04j,1.11e-04+1.15e-06j,8.73e-06-3.24e-05j,3.62e-05+4.39e-06j,2.16e-05+6.42e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.31e-05-1.60e-04j,2.13e-05-8.24e-06j,1.56e-04+6.32e-05j,-2.48e-05+2.40e-05j,-5.93e-05-7.49e-05j,-1.14e-04+3.20e-05j,-5.29e-05+1.98e-05j,1.84e-05-4.01e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.16e-04+2.42e-04j,2.46e-05+1.81e-05j,-3.29e-05-3.20e-05j,-5.19e-05-2.35e-05j,-1.67e-04+6.17e-05j,3.92e-05+3.48e-06j,-4.00e-05+1.73e-04j,-3.03e-05-2.95e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.12e-04-1.06e-03j,-1.62e-04-3.20e-06j,-3.30e-05+1.65e-05j,1.19e-04-1.25e-04j,2.05e-05-1.25e-05j,1.21e-05-1.24e-05j,-1.08e-04-2.51e-05j,1.52e-04-4.27e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.20e-04-1.13e-04j,7.58e-05+2.99e-05j,-4.33e-04-1.19e-04j,1.40e-04-1.02e-04j,2.24e-03-1.05e-03j,-1.14e-04-6.55e-05j,2.86e-05+7.36e-06j,3.71e-05+4.53e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.81e-05-4.46e-05j,-3.59e-05-1.19e-05j,-7.32e-05-7.47e-05j,1.73e-05-1.08e-04j,-7.11e-06+1.30e-05j,-2.13e-05+5.74e-05j,6.54e-05+3.53e-05j,3.43e-05-3.42e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-9.15e-05+1.17e-05j,-1.08e-04-1.06e-04j,5.25e-05-1.23e-05j,-3.21e-04-2.56e-04j,5.85e-06-5.03e-05j,1.45e-04+3.73e-05j,3.40e-05+1.76e-04j,-5.86e-05+1.13e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.26e-05-1.01e-05j,-8.67e-04+8.05e-04j,7.05e-05+3.78e-05j,-2.58e-05-2.97e-05j,5.23e-06+1.63e-05j,7.95e-06-3.72e-05j,1.08e-05-5.46e-05j,-1.33e-04+1.62e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.70e-05-1.63e-05j,-1.73e-05+6.72e-05j,1.12e-05+2.26e-05j,-9.70e-06-2.69e-05j,-3.45e-05-1.70e-05j,-1.03e-04+1.43e-05j,-2.70e-05-7.11e-05j,-3.18e-05+4.04e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.08e-05-1.09e-04j,-1.70e-05+3.25e-05j,6.20e-05-1.69e-05j,-2.59e-04+1.81e-04j,-2.50e-05-9.91e-05j,-1.13e-04+7.97e-05j,-5.30e-05+1.63e-04j,4.25e-05-3.11e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-8.73e-05+3.41e-05j,-2.70e-05+7.79e-05j,-3.43e-06+3.57e-05j,-3.79e-05+1.26e-05j,-9.29e-06-2.90e-05j,-1.54e-05-2.76e-05j,-2.64e-05+3.63e-06j,-4.04e-06-3.12e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.62e-04-3.86e-06j,-1.25e-05+1.17e-05j,1.76e-03-9.11e-04j,-2.71e-06+5.18e-05j,1.49e-04+2.42e-04j,2.42e-05-7.06e-05j,5.26e-05-3.19e-05j,-5.25e-05-3.37e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.62e-05+1.77e-04j,2.44e-04-2.17e-03j,-3.03e-05-5.27e-05j,-4.70e-05-1.24e-04j,-4.16e-05-1.23e-05j,4.45e-05+2.02e-05j,-6.60e-05+7.23e-05j,9.13e-05+2.42e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.53e-05-7.11e-05j,-6.86e-02+5.62e-02j,2.64e-05+8.65e-06j,-3.18e-05-9.67e-05j,1.43e-05-3.09e-05j,-9.10e-06+4.13e-05j,3.26e-05+2.18e-05j,-6.56e-05-9.32e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.31e-04+2.28e-04j,5.65e-05+1.23e-04j,-5.67e-05-2.68e-05j,1.15e-04+2.85e-05j,1.70e-05-1.18e-04j,6.12e-05+2.60e-05j,1.09e-04+7.99e-05j,-1.28e-05-7.61e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-4.43e-05+3.03e-05j,-3.38e-05-2.84e-05j,-6.82e-05-3.82e-06j,-1.99e-05-1.21e-05j,5.57e-06-3.01e-05j,2.97e-05+3.68e-05j,-5.25e-05-2.11e-05j,5.95e-05+7.07e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-8.47e-05-6.83e-05j,-2.72e-05-4.81e-05j,-3.89e-05+3.51e-05j,9.27e-05+1.31e-04j,4.36e-05+8.36e-05j,4.66e-04+5.35e-04j,5.21e-05-1.42e-05j,1.65e-05-3.02e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.20e-05+4.20e-05j,1.89e-04-7.59e-05j,-1.63e-05+2.79e-05j,4.12e-05+1.99e-05j,-4.20e-05+2.68e-05j,1.28e-05+2.08e-05j,-3.26e-05-7.12e-05j,1.74e-07-5.87e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
9.25e-05+6.51e-05j,6.23e-06+7.22e-05j,1.72e-04-2.58e-04j,1.01e-04+1.59e-06j,1.19e-04+8.58e-05j,8.79e-05-1.15e-04j,-2.21e-05+3.24e-05j,-5.56e-07-6.31e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.70e-05-1.08e-04j,3.29e-05+5.12e-05j,3.16e-05-6.58e-05j,-4.06e-05-1.03e-04j,3.76e-05+1.02e-04j,3.31e-04+1.77e-04j,-2.65e-06+4.98e-05j,-6.44e-05-2.62e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.47e-05-2.04e-06j,-1.03e-04-3.80e-05j,1.86e-04-3.17e-04j,-2.73e-05+7.00e-05j,-4.12e-05-9.03e-06j,4.20e-05-8.75e-06j,-9.27e-05-1.36e-04j,1.32e-04-1.21e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.85e-04-3.25e-04j,-3.91e-05-1.31e-05j,6.85e-04-1.47e-04j,9.13e-05-5.75e-05j,2.20e-04+8.42e-05j,-1.37e-05+2.89e-05j,-8.18e-06+7.66e-05j,-1.00e-04-8.99e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.45e-04-4.80e-04j,-5.95e-05-3.32e-06j,-7.05e-05-6.39e-05j,-1.19e-04-5.40e-06j,9.05e-05-6.45e-05j,-5.70e-05-2.88e-05j,-1.90e-04-1.12e-04j,-8.06e-05-6.03e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.55e-05+2.93e-05j,-4.06e-05-7.57e-06j,4.73e-05+6.48e-05j,-1.17e-05-5.06e-05j,1.31e-06+6.16e-06j,9.24e-05-1.84e-04j,1.93e-05+1.75e-04j,6.64e-05-1.21e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.55e-05+5.64e-05j,-2.10e-05+1.59e-05j,7.88e-05-6.91e-05j,-3.27e-04-1.72e-04j,-4.52e-04+5.13e-05j,2.50e-04-2.78e-04j,-3.25e-05-1.05e-05j,6.35e-05+4.42e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
7.67e-05+7.41e-06j,-8.80e-05+2.77e-05j,3.59e-05+1.32e-05j,7.34e-04-8.97e-04j,9.04e-06+8.56e-05j,-1.13e-04+1.36e-04j,5.96e-05-7.69e-05j,4.32e-05+3.43e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.07e-05-4.96e-05j,3.09e-05-3.23e-05j,-3.77e-04-6.09e-07j,1.73e-04+3.43e-04j,3.60e-04+2.10e-04j,3.21e-04+4.45e-04j,1.30e-05-7.79e-05j,4.73e-05+1.73e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
6.10e-05+1.58e-04j,3.36e-05-1.21e-04j,2.00e-07+5.44e-05j,-3.91e-05-2.49e-05j,-6.30e-05+2.57e-05j,-3.78e-05+1.52e-05j,-9.33e-05-6.24e-05j,-7.23e-05+1.24e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.48e-04+2.81e-05j,1.29e-04+1.61e-04j,-2.60e-05+5.61e-05j,-1.39e-05-2.63e-05j,2.70e-06-2.19e-05j,-1.46e-05+2.49e-05j,4.58e-06+9.46e-05j,5.26e-05-9.31e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.41e-06+1.92e-04j,1.02e-04-7.18e-05j,3.95e-05+3.08e-05j,-1.91e-05+3.96e-05j,7.98e-06-2.72e-05j,-1.07e-05-2.99e-05j,-1.93e-06-1.41e-04j,-2.20e-05-7.81e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.01e-05-5.63e-05j,5.65e-06+1.31e-06j,2.13e-05+5.16e-05j,1.01e-05-1.87e-06j,2.28e-05+1.55e-05j,-8.72e-05+9.19e-05j,-8.10e-05+4.58e-05j,2.83e-05-2.62e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.22e-04-4.72e-04j,7.60e-06-6.56e-05j,1.66e-04+7.74e-06j,1.54e-04-1.48e-04j,1.37e-04+1.85e-05j,-1.12e-05-1.63e-05j,-6.78e-05+4.22e-05j,-5.03e-05-5.46e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.55e-05-4.16e-05j,2.15e-05+8.03e-05j,-8.36e-05+1.11e-06j,1.14e-04+4.78e-05j,-8.87e-06-4.07e-05j,-1.89e-05-2.89e-05j,-7.28e-05+4.60e-05j,-7.76e-06+1.06e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
8.30e-07-4.54e-05j,-3.79e-06-2.50e-05j,3.55e-05-2.37e-06j,-3.21e-05-8.30e-05j,-3.14e-04-1.06e-05j,4.06e-05-4.79e-06j,6.68e-06+4.91e-05j,1.34e-05+9.58e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
8.21e-05+4.42e-05j,-5.35e-05+3.88e-05j,-2.82e-05+1.72e-06j,2.97e-05-8.51e-06j,-3.17e-05-4.27e-05j,-2.28e-05-1.55e-05j,5.55e-05+1.47e-05j,1.60e-05-1.11e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.35e-05+3.12e-05j,-7.20e-05-3.15e-04j,1.54e-06-5.03e-05j,-6.14e-06-3.14e-05j,3.90e-05+2.10e-05j,-1.31e-05+2.91e-05j,-1.09e-05-1.31e-04j,1.22e-04-1.01e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.14e-05+7.12e-04j,1.86e-04-2.15e-05j,-1.67e-05+1.73e-05j,9.44e-05-1.03e-04j,-9.06e-05-2.63e-05j,6.23e-06+7.41e-05j,-1.08e-04-5.36e-05j,5.72e-05-9.77e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.52e-04+1.88e-05j,1.26e-05+3.49e-05j,-2.63e-05+1.11e-04j,-4.73e-05-2.12e-05j,-8.71e-05+1.20e-05j,-1.66e-05+1.77e-05j,1.18e-04+4.41e-05j,-1.98e-05-3.70e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.35e-05+8.12e-05j,-6.81e-06-8.21e-05j,2.23e-05+1.80e-05j,-6.73e-05-8.07e-07j,-7.54e-06-1.10e-05j,2.22e-05-1.50e-05j,-1.10e-05-3.96e-05j,-5.85e-06-3.03e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.46e-05-1.29e-04j,1.75e-04+1.06e-04j,1.17e-05-2.76e-05j,1.47e-06-2.06e-05j,1.48e-05+1.13e-05j,1.25e-05-2.29e-06j,1.44e-05-9.65e-05j,1.05e-04-6.33e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.14e-06-2.33e-05j,2.75e-05-5.68e-05j,-2.50e-05+2.91e-05j,4.57e-06-2.33e-05j,3.67e-05-2.23e-05j,-1.30e-05-2.05e-05j,-7.70e-05+2.76e-05j,6.73e-05+3.26e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-8.15e-06-9.17e-05j,1.29e-05+8.38e-05j,-1.34e-06+2.56e-05j,3.63e-06-7.77e-05j,1.82e-05-1.48e-05j,-2.31e-05+3.93e-05j,-6.83e-05+6.79e-05j,5.76e-06+1.68e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.88e-04+5.88e-05j,-8.43e-02+1.30e-01j,7.86e-05+2.12e-05j,3.80e-05-6.12e-05j,-2.52e-07+3.43e-05j,3.37e-05-2.37e-05j,-7.06e-05+6.74e-05j,-2.14e-05+4.45e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.34e-04+1.91e-04j,1.16e-04+2.00e-04j,2.72e-05-7.77e-05j,-1.02e-04-2.79e-06j,-2.75e-05+5.53e-05j,1.19e-05+2.43e-05j,-2.42e-05+1.20e-05j,1.72e-04-6.92e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.34e-05+5.00e-06j,1.74e-05-2.85e-05j,-6.86e-05-9.02e-05j,-2.87e-06+4.68e-05j,3.08e-05+8.35e-06j,5.32e-04-3.65e-04j,5.95e-05+2.67e-05j,7.01e-05-3.42e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.00e-05+1.35e-04j,5.14e-05-1.11e-06j,-2.23e-04+2.55e-04j,-4.41e-05-6.69e-05j,1.11e-03+1.58e-03j,-1.80e-05+2.21e-04j,-6.81e-05+1.84e-05j,-5.57e-05+7.71e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.85e-05-8.81e-05j,3.41e-05+4.54e-05j,4.61e-05+1.11e-06j,-7.84e-06+5.97e-05j,-1.20e-05+2.61e-05j,-7.31e-05-1.12e-04j,6.16e-05-2.99e-05j,1.50e-04-4.55e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.04e-03+8.79e-05j,-1.92e-04-3.50e-04j,-7.64e-05-1.23e-04j,-6.27e-05+1.11e-04j,1.05e-05+8.13e-06j,7.39e-05-4.98e-05j,6.85e-05-1.72e-05j,3.58e-05+7.46e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.31e-05-1.35e-04j,-4.05e-05-7.65e-06j,-1.21e-04-3.49e-05j,1.32e-04+1.60e-05j,-6.94e-04+5.67e-03j,-6.07e-05+2.60e-04j,-1.24e-05+3.75e-05j,5.59e-05-3.98e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-6.66e-05+6.38e-05j,5.88e-05-3.57e-05j,8.22e-06+2.29e-05j,-2.72e-05+1.98e-04j,2.58e-05+6.27e-05j,4.08e-05+1.52e-04j,-2.32e-05-1.51e-04j,-1.72e-05-6.86e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.89e-05-5.33e-05j,3.06e-05+6.17e-05j,-1.03e-04+1.62e-04j,-2.06e-04+5.63e-05j,4.23e-05+2.03e-04j,4.01e-04-1.96e-04j,-3.28e-06+4.30e-05j,-4.13e-05+6.45e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.58e-05-1.91e-04j,1.26e-04+2.25e-05j,-6.12e-05+2.98e-05j,1.11e-05+3.47e-05j,5.19e-06+1.33e-05j,2.38e-05+2.06e-05j,6.73e-05-1.18e-04j,-1.26e-05-2.52e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.42e-05-6.27e-06j,9.40e-05-3.84e-05j,-1.93e-05-2.06e-06j,-2.98e-05-1.81e-05j,1.95e-05+1.25e-05j,-1.87e-05-2.03e-05j,9.46e-05+8.44e-06j,2.27e-05+4.95e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.94e-05+8.77e-06j,4.70e-05-1.45e-04j,-5.34e-05+4.56e-05j,-9.20e-05-1.17e-05j,4.96e-06-3.31e-05j,1.69e-05+2.38e-05j,5.58e-06-2.25e-07j,-5.57e-05-6.57e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.17e-06-5.95e-06j,-2.64e-06+1.27e-05j,-1.05e-04-5.82e-06j,6.72e-05-5.13e-05j,-2.05e-03-1.68e-03j,6.49e-05+3.35e-05j,2.60e-05-1.03e-04j,6.84e-05+7.59e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.02e-04-9.64e-05j,4.53e-06-3.80e-05j,6.85e-04-3.10e-04j,8.81e-05-1.81e-04j,4.75e-05-3.64e-04j,7.97e-05-4.19e-05j,5.84e-06-1.58e-04j,1.49e-04-1.66e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
5.03e-05-3.66e-05j,-2.28e-06+2.36e-05j,1.75e-05-8.99e-05j,-1.53e-05-2.99e-06j,1.68e-04+1.99e-04j,-7.08e-05-6.66e-05j,-1.09e-04-2.97e-05j,9.86e-05-5.02e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
9.06e-05+3.75e-05j,1.44e-05+1.43e-05j,5.55e-06+3.04e-05j,5.01e-05+1.90e-04j,-5.11e-05+1.29e-04j,5.12e-05-2.96e-05j,2.62e-06-1.36e-05j,4.25e-05-9.83e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.97e-05-8.77e-05j,-1.98e-05-1.94e-06j,4.84e-05-7.44e-05j,-8.49e-05+7.86e-05j,-7.04e-05-5.61e-05j,6.39e-04-1.82e-04j,2.57e-06-1.05e-04j,-3.93e-05+1.43e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-8.85e-05+3.97e-05j,1.95e-05-1.90e-05j,4.69e-05+1.01e-05j,-1.09e-05+4.84e-05j,-1.20e-04-1.01e-04j,-1.07e-06+8.34e-05j,-5.66e-05-6.98e-05j,-6.36e-05-1.20e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.71e-06-1.23e-04j,-5.24e-05-1.26e-04j,2.36e-05+9.68e-05j,2.10e-04+2.96e-05j,-8.18e-05-1.69e-04j,-5.21e-04-6.24e-04j,1.06e-04+7.75e-05j,-6.39e-05-1.02e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.09e-04+1.54e-03j,2.29e-05+6.85e-05j,1.30e-04-1.44e-05j,-3.16e-05+3.99e-06j,2.84e-05-3.42e-05j,-2.14e-05+5.23e-06j,-6.60e-05-4.14e-06j,9.68e-05+5.69e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.78e-04-1.17e-05j,2.89e-04+1.40e-04j,5.40e-06+3.50e-05j,1.18e-04+1.16e-05j,9.24e-06-3.41e-05j,-1.62e-05-5.46e-06j,3.15e-05-1.29e-04j,-6.40e-06-8.19e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-6.86e-05+5.10e-05j,-3.00e-05+1.65e-05j,1.04e-04-4.16e-07j,-1.16e-04-1.89e-05j,3.14e-04-3.85e-04j,-1.36e-04-4.29e-05j,-1.44e-04+6.54e-05j,-1.25e-04+3.23e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.60e-04-1.12e-04j,-6.75e-06+6.84e-06j,8.15e-06+1.32e-05j,5.76e-05+6.70e-05j,7.48e-05-1.41e-04j,-5.34e-05-3.01e-05j,5.89e-05+6.60e-05j,1.24e-05-7.51e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-9.33e-05+6.52e-04j,1.47e-06-7.14e-05j,4.36e-04+9.93e-06j,-6.91e-05+4.36e-05j,3.42e-05+7.53e-05j,-4.96e-07+3.67e-05j,-1.22e-04-3.14e-05j,-5.44e-05+6.19e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.72e-05-1.06e-04j,3.96e-04-1.63e-04j,5.97e-05+2.72e-05j,5.68e-05+1.43e-04j,-2.76e-05-7.72e-06j,7.33e-05-3.62e-05j,1.46e-05+8.20e-05j,-6.83e-05-8.59e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.42e-05+3.43e-04j,4.80e-05-5.27e-05j,4.86e-06+4.09e-04j,7.86e-05+8.21e-05j,1.38e-04+9.85e-05j,2.55e-05+1.44e-05j,-5.82e-05+3.36e-06j,9.19e-06-1.12e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
8.84e-06-1.53e-04j,1.53e-04+5.96e-05j,-9.31e-05+3.80e-05j,-5.04e-06-3.88e-05j,-1.80e-05+1.07e-05j,8.31e-06+6.25e-06j,-1.66e-04+1.19e-04j,7.54e-05-2.83e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.84e-06-6.98e-05j,-1.00e-04-5.03e-05j,-2.10e-05-5.80e-05j,2.04e-05+1.26e-05j,-5.31e-05-2.35e-05j,7.87e-08+2.62e-05j,-7.18e-05-4.26e-05j,-3.75e-05+1.04e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.36e-06+3.68e-05j,5.90e-05+8.32e-05j,-1.93e-05-4.73e-05j,1.71e-05+2.06e-05j,2.15e-05+1.20e-06j,-8.99e-06+2.04e-05j,9.69e-05-3.46e-05j,9.92e-05-9.86e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.37e-05+4.73e-05j,-3.26e-05+7.15e-06j,-7.49e-04+1.10e-04j,-1.01e-05+8.04e-05j,-4.47e-05-1.16e-04j,4.68e-05-1.43e-04j,-1.03e-04+3.23e-05j,-1.88e-05+2.75e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
9.18e-05-4.52e-05j,-3.90e-05+9.10e-06j,-1.18e-04-1.62e-04j,-7.13e-04-1.04e-03j,3.52e-04-2.27e-04j,-2.22e-04+1.26e-05j,-8.81e-05+9.37e-05j,-5.46e-05-2.65e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-6.91e-05+7.27e-05j,-1.09e-05-2.41e-05j,1.94e-04-1.31e-05j,-3.05e-05+8.15e-05j,-8.41e-04+1.21e-04j,-1.89e-04-7.05e-05j,1.48e-06-5.86e-05j,2.89e-06-6.28e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
8.52e-05+6.58e-05j,2.97e-06-5.04e-05j,-8.79e-06+7.63e-05j,-8.27e-05+2.23e-05j,-1.35e-04-4.29e-04j,-9.85e-05-4.13e-06j,-2.50e-05-1.38e-05j,-6.50e-05-6.43e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.33e-05-2.34e-05j,-4.82e-06-4.25e-05j,-9.47e-06-9.80e-05j,-1.49e-04+1.32e-05j,3.12e-05+6.61e-05j,1.12e-04+3.74e-04j,-5.66e-05-7.49e-05j,6.72e-05+1.46e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.65e-04+1.85e-04j,-1.24e-06+8.10e-05j,-7.55e-05-2.19e-04j,-5.20e-04-2.22e-04j,3.00e-05-3.07e-04j,3.12e-04+3.50e-05j,4.59e-06-2.67e-05j,-3.15e-05+1.10e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.57e-05-8.53e-05j,8.77e-05+5.58e-04j,1.01e-06+1.25e-05j,-1.68e-05-4.50e-05j,3.16e-05-1.02e-06j,1.06e-05+6.59e-06j,-3.58e-05+1.36e-04j,-7.31e-06+6.48e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.54e-05-4.50e-05j,-1.98e-05-1.03e-05j,-3.96e-05-1.93e-06j,-1.01e-04-1.19e-05j,9.03e-05-2.14e-04j,-1.84e-04-2.10e-04j,3.74e-05-4.68e-05j,-4.55e-05-1.77e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.31e-05+1.16e-03j,-6.68e-05-7.82e-05j,2.28e-04+4.56e-04j,-3.81e-05+1.78e-04j,-5.33e-05+4.98e-05j,-1.02e-04+1.94e-07j,1.87e-05+4.44e-05j,-4.81e-05-3.05e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.59e-06-1.94e-04j,-1.25e-04-1.90e-04j,8.28e-05+2.38e-05j,5.34e-05-2.06e-05j,1.79e-05-9.61e-06j,-2.58e-05+5.94e-05j,3.17e-05-4.79e-05j,1.16e-04+4.99e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.79e-05-3.63e-05j,5.77e-06-5.33e-05j,-2.14e-04-1.85e-04j,8.90e-05-3.13e-05j,-2.31e-04+3.66e-04j,6.76e-05+5.54e-05j,-1.17e-04-1.63e-05j,1.22e-04+4.19e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-4.67e-05+9.97e-06j,1.12e-04-5.35e-05j,6.01e-06+3.41e-05j,-9.12e-06+4.24e-05j,3.93e-05+2.37e-05j,-3.63e-05-6.76e-06j,2.03e-05+3.85e-05j,6.16e-05-1.44e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
